仿杈ountry Name,Country Code,Series Name,Series Code,1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"Korea, Dem. People劌製 Rep.",PRK,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People劌製 Rep.",PRK,Urban population growth (annual %),SP.URB.GROW,4.674568808,4.878678263,6.9029369,8.064025889,7.722298652,3.673136322,3.592942038,3.420542782,3.154862644,2.834252875,1.681393647,1.390674831,1.226061523,1.229752193,1.349737586,1.696971901,1.814257679,1.880151972,1.874122783,1.815784794,1.741156992,1.691249137,1.672321342,1.696690657,1.745323151,1.803428412,1.838482367,1.812680575,1.65666061,1.45270763,1.28882281,1.147285383,1.047173042,1.006052094,1.004123222,1.018704672,1.016728697,0.992240166,0.939870126,0.863992737,0.787360456,0.721025657,0.675476501,0.65631251,0.679599741,0.70855177,0.733204884,0.752872747,0.765840266,0.775491111
South Africa,ZAF,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,61.268,60.42,63.5644,66.7088,69.8532,72.9976,76.142,78.1336,80.1252,82.1168,84.1084,86.1,87.596,89.092,90.588,92.084,93.58,93.936,94.292,94.648,95.004,95.36,94.4472,93.5344,92.6216,91.7088,90.796,88.7538,86.7116,84.6694,82.6272,80.585,78.6124,76.6398,74.6672,72.6946,70.722,68.4096,66.0972,63.7848,61.4724,59.16,57.5004,55.8408,54.1812,52.5216,50.862,48.7214,46.5808,..
South Africa,ZAF,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,9.487619515,10.4452995,8.790873244,8.266496838,7.163657483,7.783302901,7.635976762,7.246998168,8.652470324,7.661725485,6.743883216,7.050962955,6.724194254,5.971574762,6.196161249,6.454931984,5.695346673,4.423404058,4.804704997,5.190721039,4.97654174,5.598436264,5.839679812,5.419539812,4.630041757,4.556585631,3.800253638,4.16538657,4.604494491,3.864321212,4.208021619,4.028037602,3.783726937,3.556707046,3.286185821,3.525723141,3.705145632,3.348855533,3.063646107,2.666141491,2.611327849,2.958642403,3.169722732,2.988144093,2.629614401,2.517080869,2.389574846,2.315131058,2.48632933,2.345053781
South Africa,ZAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.70982143,..,..,..,..,28.79464286,..,..,..,..,27.90178571,..,..,..,..,..,..,..,..,..,..,..,27.90178571,..
South Africa,ZAF,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82,..,..,84.4,..,..,..,..,91.2,..,..,..,..,94.3,..,..,..,..,..,..,..
South Africa,ZAF,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,..,..,..,..,..,..,2.38826547,3.561296805,2.479713288,1.456648202,0.126426349,0.49035346,1.055408958,1.140127432,3.341304092,0.984116552,-0.181901969,-2.444091147,-1.664797855,-1.087791326,-3.038923716,-3.948536165,-3.240734167,0.653220807,-3.547423384,-3.608048511,-8.753307474,-8.853816967,-5.317867679,-5.307253387,-5.160159362,-3.723095998,-2.93950117,-1.766355951,-1.910625609,-0.893759798,-1.556112332,-2.840994999,-2.167105667,-0.451485742,0.61378678,0.784545727,-0.896556941,-5.231197454,-3.964851657,-4.5582864,-5.112606718,-5.794080568,-3.315334127,..
South Africa,ZAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.332753076,6.465647794,6.527671679,6.629522043,6.780637796,7.457992265,7.425562594,7.335733678,7.306156383,7.489559811,7.642650886,7.748345425,7.66825744,8.125555139,8.2845264,9.108884713,9.690416511,9.831466985,10.35715394,10.35567205,10.30018019,9.990721548,10.171078,9.889897867,9.085096676,9.256613761,8.389655166,8.568774885,8.817875287,9.035236784,8.965942985,9.073136451,8.883571625,8.644088289,8.377511523,8.077163732,7.650190769,8.272372573,9.107294896,8.288944999,8.815336055,9.074464272,9.515738724,9.552132521,8.960678817,9.25784875,..,..,..,..
South Africa,ZAF,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48,..,..,..,..,..,..,..,49.7,..,57,..,..,..,..,..,..,..,56.3,..,..,..,..,59.9,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,85.51762372,83.88848118,85.27853245,85.89497463,88.60253234,91.01796509,90.31498551,88.08890444,82.7966793,87.54894887,87.13563278,87.76626434,86.14953209,84.79618158,76.35310266,82.20511367,83.67563333,88.12602004,90.38107073,96.80641379,94.92195365,93.49954421,94.42739869,93.57636394,97.80122681,..,119.7904929,125.2808719,131.6658417,135.6540066,135.9392766,134.5374611,135.6056239,149.4479323,148.5654256,179.4761341,155.2487672,159.9228064,168.159958,178.1558495,192.5026375,192.6601456,167.9410435,181.4499195,185.4747074,171.4631676,180.6994317,182.2050342,185.6545959,180.0501137
South Africa,ZAF,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,2246.135837,2405.272686,2530.868821,2668.972098,2801.116144,2950.361036,3036.243137,3199.999211,3439.022749,3644.437192,3819.299864,3902.789878,3951.419196,4211.718721,4298.119196,4385.689367,4348.12036,4428.302737,4449.595743,4431.477273,4333.440904,4212.943217,4255.186744,4310.870064,4403.680982,4969.569313,5061.200243,4802.900299,4618.357526,4680.681818,4365.48973,4598.850515,4627.642148,4653.920816,4696.820508,4777.879008,4903.905054,4710.908624,4468.530588,4582.423368,4606.52169,4405.747628,4325.520098,..,..
South Africa,ZAF,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..,2009.919047,1997.498214,2079.134819,2108.289031,2182.605508,2209.712414,2208.549199,2284.818029,2308.239145,2370.988541,2545.501476,2699.728416,2679.379602,2832.522552,2759.691011,2801.219814,2831.147502,2876.230895,2693.537554,2583.979091,2643.266093,2414.398195,2533.448947,2564.266833,2646.818993,2645.224416,2655.26926,2576.623312,2545.565138,2478.212864,2497.27814,2421.005774,2555.816005,2754.177814,2713.149986,2656.905514,2805.485655,2979.07388,2878.101125,2792.363745,2767.856451,2680.541534,2655.850165,..,..
South Africa,ZAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.03875,25.29553169,25.97679089,23.65711339,21.80439276,21.88737967,25.34946342,25.35967591,27.98121615,27.69095589,27.7392382,30.23846484,32.36249122,35.21019137,35.38020166,28.35494403,26.45460847,24.7281402,25.47384913,31.41506882,30.57130584,30.2639042,29.09838597,26.6946395,24.23710342,21.75040564,21.34327271,21.82512132,21.47419823,22.13560579,24.08025226,23.98734999,25.00499407,24.69522465,27.15889275,29.3748739,31.7808542,26.88506897,25.46708085,26.44665846,29.273878,31.17386567,35.62243676,27.91188955,28.61523338,30.44439982,29.72571244,30.97538469,31.25148964,30.89723181
South Africa,ZAF,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21671001000,25357999000,26050001000,30071801000,24778637000,24536864000,25435196000,24603875000,33719581000,37138448000,43181221000,44736852000,59381328000,72596572000,69960358000,79017426000,1.08E+11,1.17E+11,1.45E+11,1.39E+11,1.44E+11,..
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.836,5.765,5.7,5.643,5.591,5.539,5.482,5.415,5.338,5.251,5.159,5.064,4.969,4.877,4.786,4.695,4.602,4.504,4.402,4.293,4.177,4.052,3.923,3.791,3.658,3.53,3.408,3.296,3.196,3.11,3.04,2.983,2.937,2.899,2.866,2.834,2.801,2.763,2.721,2.675,2.627,2.58,2.538,2.5,2.467,2.438,2.412,2.387,2.363,..
South Africa,ZAF,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,..,..,..,..,333605987.6,260062023.4,114416029.7,27373025.18,696123636.3,187962807.7,18400004.6,-121900030.5,-109250027.3,-484547334.2,-10300000,65000000,329700000,70900000,419500000,-452643658.3,-50487073.7,-191667969.8,158437159.5,-201208430.6,-75722412.12,254133621.7,3358018.174,11290546.02,374410441.1,1248424933,816389273.8,3810543923,550338596,1503332454,968831356,7270344986,1479804589,783136092.3,701422007.6,6522098178,623291744.3,6586792253,9885001293,7624489974,3693271715,4139289123,4626029122,8232518816,5791659020,1575170030
South Africa,ZAF,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410,92410
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,11994960101,13382332493,14475710066,16315273135,17907041999,19765101370,20753220242,28443804467,35727741280,36947938878,35473781049,39398574287,45326587511,55938240143,80546993195,86833985897,80083518598,86015133649,85169436537,67065070009,79503484221,1.04E+11,1.15E+11,1.25E+11,1.12E+11,1.20E+11,1.31E+11,1.34E+11,1.40E+11,1.55E+11,1.48E+11,1.53E+11,1.38E+11,1.37E+11,1.36E+11,1.22E+11,1.15E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.17E+11,3.97E+11,3.66E+11,3.50E+11,3.13E+11
South Africa,ZAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.438444965,7.196497102,4.153364467,4.715974906,5.248543469,4.279001629,1.654787597,4.572025701,6.111070816,1.695372222,2.24998662,-0.094095706,3.014507792,3.790545406,6.620589837,5.360740563,-0.383353978,-1.846548963,5.099075493,-1.211440375,0.017786895,2.100777788,4.200042663,2.394859815,-0.317783203,-1.018308015,-2.137041716,1.233613398,3.199999999,3.100000005,4.299999997,2.600000002,0.499999997,2.400000005,4.199999997,2.700000003,3.700374403,2.949075466,4.554559908,5.277051971,5.585045962,5.360474053,3.191043888,-1.538089135,3.039747085,3.212451755,2.219824006,2.212354431,1.548700635,1.283295722
South Africa,ZAF,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,570,620,660,720,780,850,900,1090,1380,1590,1550,1490,1610,1940,2510,2940,2890,2650,2660,2400,2360,2670,3290,3580,3390,3320,3320,3500,3680,3850,3870,3780,3370,3230,3140,2900,2710,2970,3780,5050,5690,5980,6040,5910,6250,7050,7640,7400,6790,6050
South Africa,ZAF,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6440,6530,6430,6540,6770,6960,7210,7360,7290,7390,7690,7850,8220,8500,9090,9740,10460,11000,11420,11270,11590,11980,12260,12540,12730,12830
South Africa,ZAF,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,11568237204,12811998928,14013650948,15509288615,17211833790,19170124432,20715757055,25781735605,33424730490,39409810192,39056673939,38466078530,42328359479,52174258167,69233789096,83200619317,83857882044,78689641853,81147077964,75170952938,75738169389,87866381188,1.11E+11,1.24E+11,1.19E+11,1.19E+11,1.22E+11,1.31E+11,1.41E+11,1.51E+11,1.55E+11,1.55E+11,1.41E+11,1.39E+11,1.38E+11,1.30E+11,1.23E+11,1.37E+11,1.76E+11,2.39E+11,2.73E+11,2.90E+11,2.98E+11,2.95E+11,3.17E+11,3.63E+11,4.00E+11,3.94E+11,3.67E+11,3.33E+11
South Africa,ZAF,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.27E+11,2.35E+11,2.36E+11,2.45E+11,2.59E+11,2.72E+11,2.89E+11,3.01E+11,3.05E+11,3.17E+11,3.38E+11,3.52E+11,3.74E+11,3.91E+11,4.24E+11,4.60E+11,5.01E+11,5.34E+11,5.63E+11,5.64E+11,5.89E+11,6.17E+11,6.42E+11,6.67E+11,6.88E+11,7.05E+11
South Africa,ZAF,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.98459267,26.89611856,24.89361774,25.77655915,27.62098251,30.68053018,25.81959441,25.29888462,29.78951123,30.74332926,28.23197679,26.95192827,25.13953692,26.15074452,29.85971673,33.38150829,25.05153965,24.76947533,25.0054271,20.58417886,19.08430679,15.79700781,19.87901532,20.86571641,17.73297542,17.39713207,14.74618794,15.16231533,17.72011292,19.16665808,18.04001937,17.71513136,17.99149584,17.03510963,16.36533285,15.74460664,16.27797645,17.10588942,18.46658461,18.31497348,20.1904861,20.99411214,23.00550809,20.72515821,19.51296843,19.14352038,20.09359269,20.12106547,20.35276175,19.50839812
South Africa,ZAF,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,..,..,..,..,96.94759,..,..,..,..,98.92352,..,87.09978,81.11435,81.377,..,81.2444,78.40931,..,..,..,78.09113,79.80717,80.60243,105.77984,106.70912,108.82237,..,..,115.32263,117.33993,..,114.12962,112.92353,111.29594,103.72821,102.85467,103.16366,102.71782,101.81137,99.59099,98.18671,98.6489,97.71826,96.87596,96.25382,96.31583,97.62976,98.50156,99.72311,..
South Africa,ZAF,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.73054,66.07011,69.5077,..,..,79.61436,..,..,..,92.02115,90.76656,87.29351,87.26644,87.15127,87.0811,88.50135,88.91318,90.97669,91.72299,89.49576,90.17227,90.25352,91.05531,91.95773,98.22828,..,..
South Africa,ZAF,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.96800466,4.727845505,4.876683179,5.710909897,5.650817654,7.531410066,8.749016042,7.146985101,7.000875876,6.460410909,5.163790009,4.832737639,5.537991577,6.656221763,6.458640303,5.580762849,5.123385369,5.354949319,4.625784115,5.007137768,5.38000172,5.468510551,5.854429201,..
South Africa,ZAF,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74,70,70,64,75,68,84,79,85,85,85,76,76,76,82,79,75,72,69,65,62,57,63,64,62,64,78,74,78,79,66,70,..
South Africa,ZAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,23.83286648,24.939847,22.87234012,23.1079457,25.33812739,26.08234274,22.81702444,22.76089226,28.54553628,30.15774168,28.96135762,25.22693514,25.64694432,25.76645428,27.34895611,30.36446984,26.86934702,21.00264916,23.65713055,22.56853493,21.76779685,20.34732848,22.60976288,21.38662381,18.76225056,17.47695564,17.302169,17.29818645,19.29477729,21.475347,22.58705475,22.85794956,23.89150489,22.16669068,24.27890527,25.42684527,27.98381529,24.51677705,25.61092249,26.70244549,31.00335408,32.50925259,37.24295081,27.50637478,27.37375243,29.57684841,31.01302134,33.24795392,33.11218896,31.91054868
South Africa,ZAF,Improved sanitation facilities (% of population with access),SH.STA.ACSN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.4,51.5,51.6,52.3,53.1,53.8,54.5,55.1,55.8,56.5,57.2,57.8,58.5,59.2,59.8,60.4,61.1,61.7,62.3,62.9,63.5,64.1,64.7,65.3,65.8,66.4
South Africa,ZAF,Improved water source (% of population with access),SH.H2O.SAFE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.8,83,83.1,83.3,83.4,84,84.5,85,85.5,86,86.5,87,87.4,87.9,88.4,88.9,89.4,89.8,90.3,90.7,91.1,91.6,92,92.4,92.8,93.2
South Africa,ZAF,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.95,..,2.32,..,..,..,..,3.06,..,..,..,..,..,2.58,..,2.6,..,..,2.47,..,..,..,..
South Africa,ZAF,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,39.28658862,37.52611394,37.65916485,38.25191445,38.18121359,36.50542433,37.72052359,39.66552198,40.39120275,41.17646893,41.56671853,40.74269788,42.48344591,45.63274673,48.37550087,45.65629858,44.24886761,44.72286603,43.18647533,43.61620392,43.94597364,41.65712114,41.54558583,40.72037798,40.09713291,38.3593652,36.42346422,35.54840303,35.00451061,34.86970098,33.5874785,32.87974081,32.35682944,31.35471583,31.89443081,32.39264758,32.50746365,30.72845148,30.280368,30.27763655,29.38571094,29.68988116,31.35294334,30.37610773,30.15965953,29.93634142,29.7273243,29.89741898,29.46245338,28.71945914
South Africa,ZAF,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.388289982,4.076436607,3.856756799,7.632030232,4.282974239,5.980309864,11.01661649,18.3284724,15.90099644,10.67057916,10.41685107,11.16853181,11.67967092,15.13054,24.91462959,9.92726311,13.93638552,16.56883929,11.51967116,16.80056417,17.06173029,14.49750621,15.1832099,17.25879882,15.5215072,15.7270087,14.57115171,16.47148408,9.560953418,10.21349592,7.905762618,7.987153367,7.787339157,7.027824747,8.79632226,7.641736215,12.20540569,5.793602598,6.527113977,5.449066623,6.274153771,8.849289813,8.831568864,7.504511346,6.351026791,6.651782787,5.512226472,5.985635146,5.795528798,3.774470995
South Africa,ZAF,Internet users (per 100 people),IT.NET.USER.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0.013283591,0.038869106,0.113747184,0.246905533,0.676740104,0.841882931,1.632093791,2.906220867,4.116249583,5.348559732,6.346619318,6.710322437,7.007691726,8.425118683,7.48854253,7.607139675,8.065375174,8.43,10,24,33.97,41,46.5,49,..
South Africa,ZAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.36302439,51.74941463,52.126,52.49326829,52.85068293,53.19614634,53.53363415,53.87056098,54.21341463,54.57670732,54.97446341,55.4122439,55.89260976,56.41404878,56.97307317,57.56263415,58.16719512,58.76878049,59.35243902,59.91217073,60.4495122,60.95802439,61.42380488,61.82043902,62.12007317,62.29480488,62.32517073,62.19373171,61.88797561,61.37002439,60.60546341,59.61319512,58.44302439,57.15668293,55.83687805,54.57080488,53.44119512,52.5237561,51.8737561,51.55734146,51.61370732,51.9965122,52.63602439,53.46709756,54.3907561,55.29565854,56.09831707,56.73658537,57.18212195,..
South Africa,ZAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.82181814,43.27421997,41.40315033,40.12265039,40.13683556,39.69901218,38.81739752,39.47197012,46.30653774,46.23172637,42.66475,41.05181543,44.976781,48.70834322,56.02071314,50.19117751,45.05296549,39.90111803,38.88484103,41.17195434,39.46619486,35.08398885,35.41297038,32.57532145,37.44861069,35.0240423,33.08312198,32.91866826,34.8265998,37.56523337,40.24373992,41.95993515,40.35864484,39.08531411,43.76445892,47.32385592,51.08141928,43.49592784,43.57578457,44.197842,50.39404739,52.84755607,63.61274027,45.8646788,50.13534539,55.98812272,57.0628795,60.72741481,60.88265046,59.55691948
South Africa,ZAF,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.623759098,4.357884736,3.896351664,3.222633762,2.817650495,2.423019788,2.489104258,2.117864731,1.75587799,1.582134829,1.383163366,1.272053724,1.387289781,1.483163339,1.529310408,1.468811665,1.355727761,1.383769392,1.290746292,1.177517826,1.145843272,1.214002102,1.115808113,1.10278667,1.129775323,1.125010899,1.112826031,1.106221998
South Africa,ZAF,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..,0,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011066456,0.015437514,0.018836078,0.032367681,0.100950204,0.838227596,1.291434219,2.258077502,4.279063857,7.660999509,11.7386481,18.59462788,23.70080761,29.66584635,35.972583,43.82265902,70.40479553,81.0762872,85.27748184,89.52108369,91.24860878,97.90028646,123.1976544,130.557982,145.6440213,149.1935175,..
South Africa,ZAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,133.4,126.6,120,113.3,106.4,99.6,93.1,87.1,81.9,77.4,73.8,70.7,67.9,65.5,63.3,61.4,59.9,58.8,58.4,58.9,60.1,62.1,64.6,67.4,70.2,72.8,75.3,77.1,78.1,78.1,76.8,75.2,73.1,71.3,68.4,63.5,53.8,49.8,47.7,43.4,41.4,40.5
South Africa,ZAF,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.3157895,110.5263158,97.32142857,98.27586207,104.1237113,106.097561,108.6021505,111.8181818,111.1111111,105.6603774,104.3478261,105.3097345,102.5862069,103.6363636,107.2727273,106.0344828,107.4766355,106.6037736,104.040404,102.0408163,100,101.8065887,107.0777928,107.6822642,109.324875,110.9891928,117.8722436,121.5349404,124.4908884,132.3734993,141.2367683,146.2948344,145.2088707,137.4484788,135.1480858,..
South Africa,ZAF,Net migration,SM.POP.NETM,..,200939,..,..,..,..,231569,..,..,..,..,73316,..,..,..,..,175112,..,..,..,..,-133363,..,..,..,..,804595,..,..,..,..,158911,..,..,..,..,1072076,..,..,..,..,1402640,..,..,..,..,600000,..,..,..
South Africa,ZAF,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,270450000,293080000,386170000,362340000,495590000,512980000,540440000,486370000,425350000,511240000,655680000,629090000,690200000,714990000,807490000,1125180000,1074540000,1026680000,1395360000,1065940000,1295440000,1070440000,..
South Africa,ZAF,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.66666667,86.66666667,90,91.11111111,86.66666667,81.11111111,82.22222222,81.11111111,72.22222222,76.66666667,74.44444444,81.1111
South Africa,ZAF,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,..,..,..,..,15399993.9,15378211.98,16872322.08,15878270.15,26408124.92,35624969.48,28750000,28750000,43700000.76,51122856.14,67096893.31,86858123.78,80451812.74,73583473.21,64797187.81,38708106.99,35513610.84,45234821.32,49695087.43,88546226.5,135594375.6,129111648.6,119277252.2,101700241.1,98765754.7,105324363.7,101941696.2,205893386.8,282991455.1,327324768.1,343705993.7,297390441.9,288378570.6,434367492.7,522837402.3,613577432.4,691930201,792351190.6,783693527.8,862051631.1,1069571381,1158421806,1084534306,970655337.2,913403103.7,825253479.9
South Africa,ZAF,Population density (people per sq. km of land area),EN.POP.DNST,16.70823599,17.06984478,17.43788342,17.81609114,18.20722288,18.63206605,19.06394085,19.50053829,19.94067794,20.38430784,20.82952955,21.27259725,21.72577385,22.20840416,22.73203142,23.29147466,23.88267894,24.5027195,25.14682423,25.80837366,26.47890099,27.14809371,27.80378867,28.43197867,29.01680832,29.6211394,30.24568581,30.89119191,31.5584359,32.24822561,32.97384943,33.73703765,34.53963267,35.38359479,36.27101039,37.02094486,37.46473557,37.94774191,38.44818024,38.96665765,39.50381449,40.06032612,40.63690457,41.23430044,41.85330485,42.49475149,43.15951881,43.84853238,44.56276726,45.30325069
South Africa,ZAF,Population growth (annual %),SP.POP.GROW,2.177579973,2.141167237,2.133160426,2.145699784,2.171633121,2.306570061,2.291455949,2.264343321,2.231969281,2.200361855,2.160628832,2.104806071,2.107956034,2.197149213,2.330422288,2.431239356,2.506606645,2.563064564,2.594750379,2.596738439,2.564922712,2.495860395,2.386546388,2.234222649,2.036073812,2.061301631,2.086528098,2.111753549,2.136984306,2.162208672,2.225178393,2.288146817,2.3511164,2.414085078,2.477052188,2.046501927,1.191627586,1.280989462,1.310136668,1.339498136,1.369088836,1.39892343,1.429016231,1.459381174,1.490031778,1.520981111,1.552241754,1.583825768,1.615744656,1.648009331
South Africa,ZAF,"Population, total",SP.POP.TOTL,20268594,20707258,21153722,21612522,22087000,22602373,23126276,23655908,24189837,24728000,25268094,25805575,26355319,26940793,27576000,28254655,28971839,29724004,30505361,31307880,32121290,32933081,33728498,34490549,35200000,35933108,36690739,37473796,38283223,39120000,40000247,40926063,41899683,42923485,44000000,44909738,45448096.07,46034026.23,46641102.97,47270062.72,47921682.32,48596781.01,49296222.56,50020917.52,50771825.58,51549958.08,52356380.68,53192216.14,54058647.34,54956920.37
South Africa,ZAF,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.91,..,34.94,..,..,..,..,35.2,..,..,..,..,..,23.13,..,15.07,..,..,16.56,..,..,..,..
South Africa,ZAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,66.6,..,..,..,..,53.8,..,..,..,..,..
South Africa,ZAF,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.9,1.8,3.2,4.9,7,9.2,11.2,13,14.5,15.7,16.5,17.1,17.5,17.8,18,18.1,18.2,18.3,18.4,18.4,18.5,18.6,18.8,18.9,..
South Africa,ZAF,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,..,..,..,..,10.10000038,..,..,..,..,11.60000038,11.60000038,..,..,8.699999809,..,..,..,..,..,..,..
South Africa,ZAF,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.90462,..,..,..,..,..,..,90.65264,85.30133,85.81019,..,89.12533,92.0349,95.80529,..,..,..,..,..,..,..,..,..,..,..
