Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
India,IND,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,,31016,35000,40000,44000,48000,54012,66000,78000,90000,100000,143000,170000,184293,203351,227668,250884,294313,334138,378714,382869,417769,461567,502581,553555,607773,648932,697568,750935,925365,988070,1063012,1136160,1195013,1257630,1354864,1502000,1650000,1797000,1944000,2091000,,,,,,,,,,,,,,,
India,IND,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.401275,119.9610551,121.4863244,132.8960089,152.5510538,172.230339,188.9650179,181.2310086,171.4917641,172.0942042,162.0627901,152.2471211,,
India,IND,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3290553,105.1772039,115.2715101,127.614592,136.4039215,142.8352255,153.3493908,167.4572959,179.0358769,180.7482912,164.7829264,157.5218535,,
India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,,1749520,1764820,1761540,1767120,1771770,1775300,1778070,1783640,1777920,1780520,1778170,1779460,1787510,1792820,1796940,1796490,1795910,1805920,1805800,1802720,1804010,1807710,1804620,1814520,1813400,1811920,1815430,1810910,1815010,1814130,1815860,1813050,1813820,1812910,1809450,1805890,1809810,1808740,1810210,1809750,1804870,1805600,1802490,1803750,1801260,1799060,1796200,1797570,1800680,1795730,1796700,1796420,1802800,,
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,,58.84319536,59.35779415,59.24747493,59.43515214,59.59154982,59.71027751,59.80344344,59.99078431,59.79839835,59.88584652,59.80680683,59.85019457,60.12094753,60.29954359,60.43811529,60.42298003,60.40347236,60.74014779,60.73611172,60.63251928,60.67590702,60.80035248,60.69642371,61.0293994,60.99172942,60.94195124,61.06000626,60.90798099,61.04588001,61.01628218,61.07446884,60.97995755,61.00585566,60.97524881,60.85887548,60.73913877,60.87098369,60.83499541,60.88443725,60.86896566,60.70483218,60.72938494,60.62478348,60.66716221,60.58341377,60.50941918,60.4132262,60.45930465,60.56390611,60.39741826,60.43004315,60.42062566,60.63520999,,
India,IND,Arable land (hectares),AG.LND.ARBL.HA,,155806000,156700000,157470000,157732000,158216000,158590000,159780000,160069000,159976000,160560000,159756000,160186000,161044000,161501000,161838000,162057000,162059000,163239000,163444000,162854000,162912000,163246000,162732000,163618000,163540000,163409000,163205000,162868000,163476000,163459000,163182000,162706000,162586000,162525000,161911000,161025000,161601000,161409000,160975000,160930000,160325000,160432000,159799000,159681000,159444000,158662000,158022000,157995000,157924000,157009000,156979000,156546000,157000000,,
India,IND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.339674955,0.334790326,0.329621363,0.323426691,0.317753684,0.311937634,0.307765165,0.30186051,0.295243187,0.289849198,0.281952836,0.276277726,0.271368249,0.265868673,0.26031374,0.254733384,0.24897391,0.245126999,0.239879575,0.233572938,0.228308312,0.223531735,0.217738125,0.213973641,0.209107672,0.204361583,0.199704554,0.195064486,0.191707597,0.187754039,0.183657235,0.179495793,0.175868345,0.172421254,0.168503711,0.16443028,0.161954506,0.15880415,0.155534914,0.15276022,0.149572503,0.147159756,0.144174834,0.14175982,0.139334385,0.136531793,0.133952636,0.131984751,0.130066149,0.127547503,0.125840316,0.123889905,0.122704289,,
India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,,52.40364726,52.7043344,52.9633155,53.05143634,53.21422445,53.34001527,53.74025878,53.83746077,53.80618124,54.00260326,53.73218664,53.87681245,54.16539138,54.31909834,54.43244461,54.50610287,54.50677555,54.90365567,54.97260518,54.77416512,54.79367279,54.90601004,54.73313175,55.03112818,55.00489373,54.96083331,54.89222014,54.77887387,54.98336803,54.97765027,54.88448434,54.72438694,54.68402625,54.66350956,54.45699737,54.15900094,54.35273225,54.28815515,54.14218398,54.12704873,53.92356358,53.95955186,53.74664922,53.70696121,53.62724885,53.36423168,53.14897467,53.13989352,53.11601344,52.80826318,52.79817301,52.65253818,52.80523613,,
India,IND,Land under cereal production (hectares),AG.LND.CREL.HA,,92239016,93852008,93571016,94306008,93277016,92729816,96062008,98822912,100872596,100377004,99673104,98043804,103788908,99388716,101366908,101465120,103723620,104340004,103473312,104067000,105508300,101083696,106613208,105175600,104056596,104049212,98573604,103542716,104055700,102536512,100243408,99499504,100066500,100184200,99450800,100300000,100167200,100904200,102091700,102402400,100271100,94470900,98603100,97805700,99519200,99236800,100833500,101155500,97171600,100075800,100625700,97440000,99190000,98618000,
India,IND,Permanent cropland (% of land area),AG.LND.CROP.ZS,,1.742236453,1.917132777,1.540433003,1.475183221,1.418678255,1.389080415,1.348719725,1.513525876,1.513525876,1.513525876,1.614427601,1.614427601,1.681695418,1.681695418,1.681695418,1.681695418,1.681695418,1.681695418,1.681695418,1.782597143,1.84986496,1.84986496,1.950766685,1.950766685,1.950766685,2.018034502,2.186204043,2.186204043,2.186204043,2.236654906,2.354373585,2.45527531,2.589810944,2.623444852,2.690712669,2.858882211,2.858882211,2.899242901,3.077502615,3.094319569,3.195221294,3.228855203,3.363390836,3.434022044,3.440748825,3.632462103,3.760270955,3.834265553,3.968801187,4.111745297,4.167241246,4.30514027,4.372408087,,
India,IND,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44158.00391,,,,,,,,,,44158.00391,,,,,,,,,,44158.00391,,,,,
India,IND,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.378568753,,,,,,,,,,1.378568753,,,,,,,,,,1.378568753,,,,,
India,IND,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699.181396,,,,,,,,,,3699.181396,,,,,,,,,,3699.181396,,,,,
